Time,Sample,Type
1:34.858,34149,N
1:35.886,34519,N
1:36.906,34886,N
1:37.919,35251,N
1:38.953,35623,N
1:39.978,35992,N
1:40.989,36356,N
1:42.011,36724,N
1:43.031,37091,N
1:44.064,37463,N
1:45.111,37840,N
1:46.136,38209,N
1:47.178,38584,N
1:48.208,38955,N
1:49.206,39314,N
1:50.208,39675,N
1:51.192,40029,N
1:52.181,40385,N
1:53.175,40743,N
1:54.142,41091,N
1:55.108,41439,N
1:56.122,41804,N
1:57.111,42160,N
1:58.081,42509,N
1:59.069,42865,N
2:00.036,43213,N
2:01.022,43568,N
2:02.011,43924,N
2:03.000,44280,N
2:04.003,44641,N
2:05.017,45006,N
2:06.022,45368,N
2:06.989,45716,N
2:07.978,46072,N
2:08.958,46425,N
2:09.944,46780,N
2:10.908,47127,N
2:11.869,47473,N
2:12.828,47818,N
2:13.775,48159,N
2:14.703,48493,N
2:15.647,48833,N
2:16.597,49175,N
2:17.550,49518,N
2:18.531,49871,N
2:19.492,50217,N
2:20.464,50567,N
2:21.444,50920,N
2:22.381,51257,N
2:23.331,51599,N
2:24.281,51941,N
2:25.211,52276,N
2:26.119,52603,N
2:27.056,52940,N
2:27.994,53278,N
2:28.950,53622,N
2:29.950,53982,N
2:30.944,54340,N
2:31.942,54699,N
2:32.961,55066,N
2:33.956,55424,N
2:34.942,55779,N
2:35.950,56142,N
2:36.922,56492,N
2:37.894,56842,N
2:38.872,57194,N
2:39.839,57542,N
2:40.794,57886,N
2:41.750,58230,N
2:42.717,58578,N
2:43.686,58927,N
2:44.669,59281,N
2:45.625,59625,N
2:46.594,59974,N
2:47.567,60324,N
2:48.517,60666,N
2:49.464,61007,N
2:50.414,61349,N
2:51.367,61692,N
2:52.331,62039,N
2:53.286,62383,N
2:54.228,62722,N
2:55.167,63060,N
2:56.089,63392,N
2:57.031,63731,N
2:57.936,64057,N
2:58.853,64387,N
2:59.767,64716,N
3:00.692,65049,N
3:01.639,65390,N
3:02.583,65730,N
3:03.542,66075,N
3:04.503,66421,N
3:05.467,66768,N
3:06.422,67112,N
3:07.369,67453,N
3:08.319,67795,N
3:09.283,68142,N
3:10.217,68478,N
3:11.153,68815,N
3:12.131,69167,N
3:13.103,69517,N
3:14.044,69856,N
3:15.008,70203,N
3:15.978,70552,N
3:16.975,70911,N
3:17.997,71279,N
3:18.953,71623,N
3:19.942,71979,N
3:20.972,72350,N
3:21.986,72715,N
3:22.992,73077,N
3:24.033,73452,N
3:25.067,73824,N
3:26.111,74200,N
3:27.133,74568,N
3:28.131,74927,N
3:29.167,75300,N
3:30.189,75668,N
3:31.178,76024,N
3:32.194,76390,N
3:32.894,76642,~
3:33.197,76751,N
3:34.194,77110,N
3:35.200,77472,N
3:36.169,77821,N
3:37.142,78171,N
3:38.128,78526,N
3:39.097,78875,N
3:40.056,79220,N
3:41.025,79569,N
3:41.986,79915,N
3:42.953,80263,N
3:43.928,80614,N
3:44.892,80961,N
3:45.864,81311,N
3:46.814,81653,N
3:47.778,82000,N
3:48.728,82342,N
3:49.692,82689,N
3:50.661,83038,N
3:51.639,83390,N
3:52.611,83740,N
3:53.567,84084,N
3:54.553,84439,N
3:55.514,84785,N
3:56.494,85138,N
3:57.467,85488,N
3:58.425,85833,N
3:59.361,86170,N
4:00.314,86513,N
4:01.256,86852,N
4:01.753,87031,~
4:02.200,87192,N
4:03.161,87538,N
4:04.097,87875,N
4:05.047,88217,N
4:06.011,88564,N
4:06.975,88911,N
4:07.964,89267,N
4:08.958,89625,N
4:09.942,89979,N
4:10.947,90341,N
4:11.967,90708,N
4:12.964,91067,N
4:13.931,91415,N
4:14.917,91770,N
4:15.892,92121,N
4:16.847,92465,N
4:17.814,92813,N
4:18.778,93160,N
4:19.750,93510,N
4:20.747,93869,N
4:21.719,94219,N
4:22.692,94569,N
4:23.669,94921,N
4:24.667,95280,N
4:25.681,95645,N
4:26.686,96007,N
4:27.672,96362,N
4:28.692,96729,N
4:29.719,97099,N
4:30.733,97464,N
4:31.769,97837,N
4:32.778,98200,N
4:33.797,98567,N
4:34.831,98939,N
4:35.831,99299,N
4:36.844,99664,N
4:37.861,100030,N
4:38.872,100394,N
4:39.878,100756,N
4:40.892,101121,N
4:41.908,101487,N
4:42.944,101860,N
4:43.969,102229,N
4:45.003,102601,N
4:46.064,102983,N
4:47.106,103358,N
4:48.136,103729,N
4:49.172,104102,N
4:50.203,104473,N
4:51.228,104842,N
4:52.225,105201,N
4:53.233,105564,N
4:54.261,105934,N
4:55.256,106292,N
4:56.244,106648,N
4:57.247,107009,N
4:58.242,107367,N
4:59.233,107724,N
5:00.236,108085,N
5:01.225,108441,N
5:02.206,108794,N
5:03.200,109152,N
5:04.197,109511,N
5:05.178,109864,N
5:06.183,110226,N
5:07.189,110588,N
5:08.217,110958,N
5:09.231,111323,N
5:10.231,111683,N
5:11.267,112056,N
5:12.283,112422,N
5:13.297,112787,N
5:14.317,113154,N
5:15.339,113522,N
5:16.372,113894,N
5:17.394,114262,N
5:18.400,114624,N
5:19.431,114995,N
5:20.442,115359,N
5:21.422,115712,N
5:22.433,116076,N
5:23.406,116426,N
5:24.372,116774,N
5:25.372,117134,N
5:26.328,117478,N
5:27.289,117824,N
5:28.269,118177,N
5:29.225,118521,N
5:30.203,118873,N
5:31.203,119233,N
5:32.228,119602,N
5:33.269,119977,N
5:34.286,120343,N
5:35.311,120712,N
5:36.356,121088,N
5:37.392,121461,N
5:38.414,121829,N
5:39.433,122196,N
5:40.447,122561,N
5:41.453,122923,N
5:42.464,123287,N
5:43.458,123645,N
5:44.469,124009,N
5:45.506,124382,N
5:46.511,124744,N
5:47.481,125093,N
5:48.475,125451,N
5:49.450,125802,N
5:50.447,126161,N
5:51.447,126521,N
5:52.442,126879,N
5:53.481,127253,N
5:54.508,127623,N
5:55.533,127992,N
5:56.572,128366,N
5:57.572,128726,N
5:58.606,129098,N
5:59.664,129479,N
6:00.708,129855,N
6:01.725,130221,N
6:02.772,130598,N
6:03.808,130971,N
6:04.817,131334,N
6:05.817,131694,N
6:06.828,132058,N
6:07.856,132428,N
6:08.842,132783,N
6:09.828,133138,N
6:10.853,133507,N
6:11.853,133867,N
6:12.850,134226,N
6:13.867,134592,N
6:14.864,134951,N
6:15.869,135313,N
6:16.883,135678,N
6:17.886,136039,N
6:18.894,136402,N
6:19.894,136762,N
6:20.889,137120,N
6:21.869,137473,N
6:22.853,137827,N
6:23.819,138175,N
6:24.833,138540,N
6:25.825,138897,N
6:26.803,139249,N
6:27.811,139612,N
6:28.781,139961,N
6:29.739,140306,N
6:30.708,140655,N
6:31.675,141003,N
6:32.636,141349,N
6:33.603,141697,N
6:34.522,142028,N
6:35.433,142356,N
6:36.375,142695,N
6:37.286,143023,N
6:38.164,143339,N
6:39.061,143662,N
6:39.922,143972,N
6:40.775,144279,N
6:41.644,144592,N
6:42.497,144899,N
6:43.364,145211,N
6:44.247,145529,N
6:45.144,145852,N
6:46.053,146179,N
6:46.947,146501,N
6:47.853,146827,N
6:48.742,147147,N
6:49.633,147468,N
6:50.528,147790,N
6:51.403,148105,N
6:52.267,148416,N
6:53.156,148736,N
6:54.025,149049,N
6:54.883,149358,N
6:55.756,149672,N
6:56.639,149990,N
6:57.533,150312,N
6:58.439,150638,N
6:59.353,150967,N
7:00.289,151304,N
7:01.247,151649,N
7:02.192,151989,N
7:03.111,152320,N
7:04.053,152659,N
7:04.981,152993,N
7:05.936,153337,N
7:06.903,153685,N
7:07.864,154031,N
7:08.819,154375,N
7:09.786,154723,N
7:10.750,155070,N
7:11.700,155412,N
7:12.650,155754,N
7:13.589,156092,N
7:14.517,156426,N
7:15.467,156768,N
7:16.403,157105,N
7:17.339,157442,N
7:18.314,157793,N
7:19.269,158137,N
7:20.231,158483,N
7:21.203,158833,N
7:22.189,159188,N
7:23.186,159547,N
7:24.208,159915,N
7:25.194,160270,N
7:26.153,160615,N
7:27.139,160970,N
7:28.106,161318,N
7:29.047,161657,N
7:30.019,162007,N
7:30.989,162356,N
7:31.975,162711,N
7:32.956,163064,N
7:33.911,163408,N
7:34.850,163746,N
7:35.822,164096,N
7:36.775,164439,N
7:37.694,164770,N
7:38.650,165114,N
7:39.583,165450,N
7:40.531,165791,N
7:41.500,166140,N
7:42.458,166485,N
7:43.439,166838,N
7:44.442,167199,N
7:45.439,167558,N
7:46.403,167905,N
7:47.394,168262,N
7:48.378,168616,N
7:49.350,168966,N
7:50.328,169318,N
7:51.292,169665,N
7:52.286,170023,N
7:53.283,170382,N
7:54.269,170737,N
7:55.233,171084,N
7:56.217,171438,N
7:57.208,171795,N
7:58.203,172153,N
7:59.153,172495,N
8:00.108,172839,N
8:01.078,173188,N
8:02.014,173525,N
8:02.931,173855,N
8:03.858,174189,N
8:04.767,174516,N
8:05.706,174854,N
8:06.686,175207,N
8:07.644,175552,N
8:08.611,175900,N
8:09.614,176261,N
8:10.589,176612,N
8:11.536,176953,N
8:12.514,177305,N
8:13.464,177647,N
8:14.397,177983,N
8:15.339,178322,N
8:16.278,178660,N
8:17.244,179008,N
8:18.250,179370,N
8:19.244,179728,N
8:20.256,180092,N
8:21.269,180457,N
8:22.292,180825,N
8:23.286,181183,N
8:24.311,181552,N
8:25.317,181914,N
8:26.331,182279,N
8:27.331,182639,N
8:28.308,182991,N
8:29.283,183342,N
8:30.242,183687,N
8:31.206,184034,N
8:32.181,184385,N
8:33.139,184730,N
8:34.083,185070,N
8:35.056,185420,N
8:36.019,185767,N
8:36.975,186111,N
8:37.947,186461,N
8:38.925,186813,N
8:39.903,187165,N
8:40.911,187528,N
8:41.908,187887,N
8:42.892,188241,N
8:43.922,188612,N
8:44.928,188974,N
8:45.872,189314,N
8:46.844,189664,N
8:47.828,190018,N
8:48.822,190376,N
8:49.814,190733,N
8:50.786,191083,N
8:51.781,191441,N
8:52.772,191798,N
8:53.758,192153,N
8:54.733,192504,N
8:55.725,192861,N
8:56.728,193222,N
8:57.750,193590,N
8:58.733,193944,N
8:59.719,194299,N
9:00.736,194665,N
9:01.722,195020,N
9:02.689,195368,N
9:03.675,195723,N
9:04.656,196076,N
9:05.667,196440,N
9:06.672,196802,N
9:07.686,197167,N
9:08.714,197537,N
9:09.744,197908,N
9:10.753,198271,N
9:11.767,198636,N
9:12.781,199001,N
9:13.792,199365,N
9:14.811,199732,N
9:15.814,200093,N
9:16.822,200456,N
9:17.847,200825,N
9:18.867,201192,N
9:19.864,201551,N
9:20.878,201916,N
9:21.856,202268,N
9:22.842,202623,N
9:23.831,202979,N
9:24.831,203339,N
9:25.850,203706,N
9:26.872,204074,N
9:27.878,204436,N
9:28.911,204808,N
9:29.933,205176,N
9:30.944,205540,N
9:31.953,205903,N
9:32.956,206264,N
9:33.975,206631,N
9:35.000,207000,N
9:36.022,207368,N
9:37.014,207725,N
9:38.017,208086,N
9:39.019,208447,N
9:40.047,208817,N
9:41.056,209180,N
9:42.072,209546,N
9:43.122,209924,N
9:44.164,210299,N
9:45.206,210674,N
9:46.272,211058,N
9:47.317,211434,N
9:48.394,211822,N
9:49.458,212205,N
9:50.506,212582,N
9:51.583,212970,N
9:52.631,213347,N
9:53.664,213719,N
9:54.706,214094,N
9:55.764,214475,N
9:56.831,214859,N
9:57.872,215234,N
9:58.900,215604,N
9:59.939,215978,N
10:00.942,216339,N
10:01.942,216699,N
10:02.956,217064,N
10:03.953,217423,N
10:04.953,217783,N
10:05.994,218158,N
10:07.022,218528,N
10:08.058,218901,N
10:09.122,219284,N
10:10.167,219660,N
10:11.197,220031,N
10:12.247,220409,N
10:13.303,220789,N
10:14.369,221173,N
10:15.397,221543,N
10:16.439,221918,N
10:17.503,222301,N
10:18.556,222680,N
10:19.594,223054,N
10:20.642,223431,N
10:21.706,223814,N
10:22.769,224197,N
10:23.789,224564,N
10:24.803,224929,N
10:25.850,225306,N
10:26.856,225668,N
10:27.858,226029,N
10:28.883,226398,N
10:29.883,226758,N
10:30.911,227128,N
10:31.944,227500,N
10:32.958,227865,N
10:34.008,228243,N
10:35.053,228619,N
10:36.069,228985,N
10:37.114,229361,N
10:38.128,229726,N
10:39.150,230094,N
10:40.197,230471,N
10:41.217,230838,N
10:42.247,231209,N
10:43.286,231583,N
10:44.308,231951,N
10:45.336,232321,N
10:46.353,232687,N
10:47.347,233045,N
10:48.372,233414,N
10:49.358,233769,N
10:50.372,234134,N
10:51.406,234506,N
10:52.422,234872,N
10:53.425,235233,N
10:54.425,235593,N
10:55.419,235951,N
10:56.439,236318,N
10:57.450,236682,N
10:58.453,237043,N
10:59.464,237407,N
11:00.469,237769,N
11:01.467,238128,N
11:02.481,238493,N
11:03.494,238858,N
11:04.531,239231,N
11:05.569,239605,N
11:06.603,239977,N
11:07.656,240356,N
11:08.697,240731,N
11:09.742,241107,N
11:10.767,241476,N
11:11.803,241849,N
11:12.847,242225,N
11:13.858,242589,N
11:14.897,242963,N
11:15.942,243339,N
11:16.964,243707,N
11:18.011,244084,N
11:19.033,244452,N
11:20.047,244817,N
11:21.089,245192,N
11:22.122,245564,N
11:23.131,245927,N
11:24.114,246281,N
11:25.144,246652,N
11:26.147,247013,N
11:27.111,247360,N
11:28.117,247722,N
11:29.122,248084,N
11:30.117,248442,N
11:31.125,248805,N
11:32.100,249156,N
11:33.111,249520,N
11:34.122,249884,N
11:35.106,250238,N
11:36.106,250598,N
11:37.122,250964,N
11:38.131,251327,N
11:39.164,251699,N
11:40.147,252053,N
11:41.153,252415,N
11:42.172,252782,N
11:43.175,253143,N
11:44.156,253496,N
11:45.153,253855,N
11:46.144,254212,N
11:47.147,254573,N
11:48.147,254933,N
11:49.142,255291,N
11:50.144,255652,N
11:51.133,256008,N
11:52.128,256366,N
11:53.142,256731,N
11:54.142,257091,N
11:55.133,257448,N
11:56.136,257809,N
11:57.139,258170,N
11:58.161,258538,N
11:59.219,258919,N
12:00.256,259292,N
12:01.239,259646,N
12:02.261,260014,N
12:03.281,260381,N
12:04.308,260751,N
12:05.339,261122,N
12:06.319,261475,N
12:07.342,261843,N
12:08.361,262210,N
12:09.361,262570,N
12:10.394,262942,N
12:11.417,263310,N
12:12.458,263685,N
12:13.525,264069,N
12:14.567,264444,N
12:15.572,264806,N
12:16.617,265182,N
12:17.653,265555,N
12:18.658,265917,N
12:19.664,266279,N
12:20.686,266647,N
12:21.739,267026,N
12:22.772,267398,N
12:23.794,267766,N
12:24.867,268152,N
12:25.897,268523,N
12:26.919,268891,N
12:27.958,269265,N
12:29.000,269640,N
12:30.058,270021,N
12:31.097,270395,N
12:32.125,270765,N
12:33.144,271132,N
12:34.150,271494,N
12:35.128,271846,N
12:36.119,272203,N
12:37.117,272562,N
12:38.142,272931,N
12:39.161,273298,N
12:40.167,273660,N
12:41.203,274033,N
12:42.214,274397,N
12:43.242,274767,N
12:44.258,275133,N
12:45.258,275493,N
12:46.256,275852,N
12:47.281,276221,N
12:48.269,276577,N
12:49.256,276932,N
12:50.244,277288,N
12:51.189,277628,N
12:52.128,277966,N
12:53.111,278320,N
12:54.078,278668,N
12:55.064,279023,N
12:56.064,279383,N
12:57.050,279738,N
12:58.050,280098,N
12:59.042,280455,N
13:00.031,280811,N
13:01.003,281161,N
13:01.967,281508,N
13:02.944,281860,N
13:03.933,282216,N
13:04.908,282567,N
13:05.847,282905,N
13:06.808,283251,N
13:07.783,283602,N
13:08.775,283959,N
13:09.789,284324,N
13:10.800,284688,N
13:11.814,285053,N
13:12.833,285420,N
13:13.817,285774,N
13:14.822,286136,N
13:15.833,286500,N
13:16.844,286864,N
13:17.817,287214,N
13:18.808,287571,N
13:19.789,287924,N
13:20.794,288286,N
13:21.769,288637,N
13:22.739,288986,N
13:23.742,289347,N
13:24.722,289700,N
13:25.706,290054,N
13:26.703,290413,N
13:27.667,290760,N
13:28.681,291125,N
13:29.714,291497,N
13:30.731,291863,N
13:31.753,292231,N
13:32.778,292600,N
13:33.811,292972,N
13:34.803,293329,N
13:35.825,293697,N
13:36.831,294059,N
13:37.850,294426,N
13:38.853,294787,N
13:39.850,295146,N
13:40.878,295516,N
13:41.894,295882,N
13:42.875,296235,N
13:43.886,296599,N
13:44.881,296957,N
13:45.897,297323,N
13:46.914,297689,N
13:47.919,298051,N
13:48.931,298415,N
13:49.956,298784,N
13:50.978,299152,N
13:51.969,299509,N
13:53.003,299881,N
13:54.011,300244,N
13:55.039,300614,N
13:56.047,300977,N
13:57.050,301338,N
13:58.086,301711,N
13:59.089,302072,N
14:00.072,302426,N
14:01.069,302785,N
14:02.047,303137,N
14:03.022,303488,N
14:03.994,303838,N
14:04.964,304187,N
14:05.931,304535,N
14:06.917,304890,N
14:07.894,305242,N
14:08.867,305592,N
14:09.842,305943,N
14:10.819,306295,N
14:11.817,306654,N
14:12.797,307007,N
14:13.797,307367,N
14:14.797,307727,N
14:15.775,308079,N
14:16.756,308432,N
14:17.778,308800,N
14:18.797,309167,N
14:19.808,309531,N
14:20.836,309901,N
14:21.850,310266,N
14:22.861,310630,N
14:23.903,311005,N
14:24.933,311376,N
14:25.944,311740,N
14:26.961,312106,N
14:27.964,312467,N
14:28.983,312834,N
14:30.006,313202,N
14:31.033,313572,N
14:32.083,313950,N
14:33.111,314320,N
14:34.119,314683,N
14:35.133,315048,N
14:36.125,315405,N
14:37.142,315771,N
14:38.169,316141,N
14:39.178,316504,N
14:40.206,316874,N
14:41.222,317240,N
14:42.225,317601,N
14:43.242,317967,N
14:44.236,318325,N
14:45.261,318694,N
14:46.319,319075,N
14:47.356,319448,N
14:48.394,319822,N
14:49.447,320201,N
14:50.483,320574,N
14:51.500,320940,N
14:52.528,321310,N
14:53.542,321675,N
14:54.564,322043,N
14:55.544,322396,N
14:56.514,322745,N
14:57.544,323116,N
14:58.539,323474,N
14:59.511,323824,N
15:00.519,324187,N
15:01.517,324546,N
15:02.500,324900,N
15:03.492,325257,N
15:04.481,325613,N
15:05.472,325970,N
15:06.478,326332,N
15:07.481,326693,N
15:08.492,327057,N
15:09.483,327414,N
15:10.489,327776,N
15:11.508,328143,N
15:12.497,328499,N
15:13.469,328849,N
15:14.472,329210,N
15:15.444,329560,N
15:16.422,329912,N
15:17.408,330267,N
15:18.375,330615,N
15:19.361,330970,N
15:20.344,331324,N
15:21.339,331682,N
15:22.333,332040,N
15:23.347,332405,N
15:24.344,332764,N
15:25.331,333119,N
15:26.306,333470,N
15:27.308,333831,N
15:28.336,334201,N
15:29.339,334562,N
15:30.328,334918,N
15:31.350,335286,N
15:32.369,335653,N
15:33.344,336004,N
15:34.347,336365,N
15:35.342,336723,N
15:36.322,337076,N
15:37.328,337438,N
15:38.311,337792,N
15:39.294,338146,N
15:40.269,338497,N
15:41.250,338850,N
15:42.211,339196,N
15:43.189,339548,N
15:44.153,339895,N
15:45.108,340239,N
15:46.050,340578,N
15:47.022,340928,N
15:48.017,341286,N
15:48.992,341637,N
15:49.981,341993,N
15:50.964,342347,N
15:51.925,342693,N
15:52.906,343046,N
15:53.906,343406,N
15:54.908,343767,N
15:55.911,344128,N
15:56.950,344502,N
15:57.958,344865,N
15:58.914,345209,N
15:59.892,345561,N
16:00.847,345905,N
16:01.794,346246,N
16:02.756,346592,N
16:03.683,346926,N
16:04.603,347257,N
16:05.525,347589,N
16:06.497,347939,N
16:07.439,348278,N
16:08.392,348621,N
16:09.344,348964,N
16:10.328,349318,N
16:11.331,349679,N
16:12.353,350047,N
16:13.383,350418,N
16:14.442,350799,N
16:15.475,351171,N
16:16.528,351550,N
16:17.578,351928,N
16:18.644,352312,N
16:19.731,352703,N
16:20.797,353087,N
16:21.886,353479,N
16:22.958,353865,N
16:24.028,354250,N
16:25.064,354623,N
16:26.097,354995,N
16:27.142,355371,N
16:28.211,355756,N
16:29.225,356121,N
16:30.242,356487,N
16:31.306,356870,N
16:32.358,357249,N
16:33.397,357623,N
16:34.439,357998,N
16:35.464,358367,N
16:36.511,358744,N
16:37.558,359121,N
16:38.575,359487,N
16:39.642,359871,N
16:40.703,360253,N
16:41.719,360619,N
16:42.761,360994,N
16:43.806,361370,N
16:44.883,361758,N
16:45.925,362133,N
16:46.967,362508,N
16:48.014,362885,N
16:49.064,363263,N
16:50.094,363634,N
16:51.133,364008,N
16:51.833,364260,A
16:53.100,364716,N
16:53.672,364922,V
16:55.131,365447,N
16:56.186,365827,N
16:57.208,366195,N
16:58.197,366551,N
16:59.239,366926,N
17:00.264,367295,N
17:01.306,367670,N
17:02.353,368047,N
17:03.372,368414,N
17:04.414,368789,N
17:05.414,369149,N
17:06.425,369513,N
17:07.444,369880,N
17:08.433,370236,N
17:09.447,370601,N
17:10.461,370966,N
17:11.456,371324,N
17:12.456,371684,N
17:13.489,372056,N
17:14.489,372416,N
17:15.475,372771,N
17:16.472,373130,N
17:17.461,373486,N
17:18.464,373847,N
17:19.450,374202,N
17:20.431,374555,N
17:21.450,374922,N
17:22.453,375283,N
17:23.444,375640,N
17:24.444,376000,N
17:25.422,376352,N
17:26.414,376709,N
17:27.422,377072,N
17:28.411,377428,N
17:29.414,377789,N
17:30.425,378153,N
17:31.428,378514,N
17:32.422,378872,N
17:33.433,379236,N
17:34.425,379593,N
17:35.428,379954,N
17:36.417,380310,N
17:37.400,380664,N
17:38.403,381025,N
17:39.392,381381,N
17:40.381,381737,N
17:41.383,382098,N
17:42.381,382457,N
17:43.378,382816,N
17:44.408,383187,N
17:45.425,383553,N
17:46.436,383917,N
17:47.456,384284,N
17:48.456,384644,N
17:49.414,384989,N
17:50.364,385331,N
17:51.322,385676,N
17:52.306,386030,N
17:53.303,386389,N
17:54.269,386737,N
17:55.283,387102,N
17:56.319,387475,N
17:57.364,387851,N
17:58.400,388224,N
17:59.406,388586,N
18:00.436,388957,N
18:01.486,389335,N
18:02.489,389696,N
18:03.472,390050,N
18:04.500,390420,N
18:05.492,390777,N
18:06.475,391131,N
18:07.467,391488,N
18:08.456,391844,N
18:09.450,392202,N
18:10.442,392559,N
18:11.431,392915,N
18:12.431,393275,N
18:13.436,393637,N
18:14.431,393995,N
18:15.431,394355,N
18:16.439,394718,N
18:17.453,395083,N
18:18.481,395453,N
18:19.494,395818,N
18:20.519,396187,N
18:21.553,396559,N
18:22.589,396932,N
18:23.603,397297,N
18:24.603,397657,N
18:25.622,398024,N
18:26.639,398390,N
18:27.622,398744,N
18:28.622,399104,N
18:29.658,399477,N
18:30.664,399839,N
18:31.672,400202,N
18:32.703,400573,N
18:33.714,400937,N
18:34.728,401302,N
18:35.733,401664,N
18:36.736,402025,N
18:37.769,402397,N
18:38.794,402766,N
18:39.792,403125,N
18:40.778,403480,N
18:41.767,403836,N
18:42.769,404197,N
18:43.794,404566,N
18:44.814,404933,N
18:45.833,405300,N
18:46.861,405670,N
18:47.881,406037,N
18:48.878,406396,N
18:49.872,406754,N
18:50.869,407113,N
18:51.883,407478,N
18:52.897,407843,N
18:53.892,408201,N
18:54.939,408578,N
18:55.964,408947,N
18:56.981,409313,N
18:58.028,409690,N
18:59.053,410059,N
19:00.069,410425,N
19:01.108,410799,N
19:02.142,411171,N
19:03.175,411543,N
19:04.203,411913,N
19:05.239,412286,N
19:06.283,412662,N
19:07.311,413032,N
19:08.344,413404,N
19:09.394,413782,N
19:10.428,414154,N
19:11.475,414531,N
19:12.522,414908,N
19:13.547,415277,N
19:14.583,415650,N
19:15.617,416022,N
19:16.661,416398,N
19:17.731,416783,N
19:18.769,417157,N
19:19.828,417538,N
19:20.889,417920,N
19:21.944,418300,N
19:22.989,418676,N
19:24.000,419040,N
19:25.033,419412,N
19:26.072,419786,N
19:27.089,420152,N
19:28.100,420516,N
19:29.131,420887,N
19:30.164,421259,N
19:31.169,421621,N
19:32.194,421990,N
19:33.228,422362,N
19:34.264,422735,N
19:35.306,423110,N
19:36.344,423484,N
19:37.400,423864,N
19:38.436,424237,N
19:39.464,424607,N
19:40.497,424979,N
19:41.536,425353,N
19:42.592,425733,N
19:43.628,426106,N
19:44.669,426481,N
19:45.719,426859,N
19:46.761,427234,N
19:47.797,427607,N
19:48.833,427980,N
19:49.881,428357,N
19:50.925,428733,N
19:51.975,429111,N
19:53.014,429485,N
19:54.072,429866,N
19:55.108,430239,N
19:56.147,430613,N
19:57.192,430989,N
19:58.217,431358,N
19:59.269,431737,N
20:00.317,432114,N
20:01.344,432484,N
20:02.381,432857,N
20:03.433,433236,N
20:04.475,433611,N
20:05.503,433981,N
20:06.519,434347,N
20:07.553,434719,N
20:08.619,435103,N
20:09.669,435481,N
20:10.728,435862,N
20:11.800,436248,N
20:12.864,436631,N
20:13.919,437011,N
20:14.956,437384,N
20:16.003,437761,N
20:17.075,438147,N
20:18.128,438526,N
20:19.181,438905,N
20:20.253,439291,N
20:21.319,439675,N
20:22.372,440054,N
20:23.431,440435,N
20:24.458,440805,N
20:25.514,441185,N
20:26.539,441554,N
20:27.558,441921,N
20:28.603,442297,N
20:29.625,442665,N
20:30.622,443024,N
20:31.644,443392,N
20:32.661,443758,N
20:33.669,444121,N
20:34.675,444483,N
20:35.667,444840,N
20:36.692,445209,N
20:37.706,445574,N
20:38.694,445930,N
20:39.692,446289,N
20:40.661,446638,N
20:41.661,446998,N
20:42.681,447365,N
20:43.675,447723,N
20:44.683,448086,N
20:45.706,448454,N
20:46.706,448814,N
20:47.689,449168,N
20:48.692,449529,N
20:49.694,449890,N
20:50.694,450250,N
20:51.669,450601,N
20:52.644,450952,N
20:53.650,451314,N
20:54.625,451665,N
20:55.608,452019,N
20:56.631,452387,N
20:57.647,452753,N
20:58.667,453120,N
20:59.703,453493,N
21:00.739,453866,N
21:01.794,454246,N
21:02.831,454619,N
21:03.853,454987,N
21:04.886,455359,N
21:05.928,455734,N
21:06.972,456110,N
21:08.031,456491,N
