Time,Sample,Type
2:20.836,50701,N
2:21.703,51013,N
2:22.536,51313,N
2:23.325,51597,N
2:24.117,51882,N
2:24.892,52161,N
2:25.669,52441,N
2:26.456,52724,N
2:27.256,53012,N
2:28.106,53318,N
2:28.931,53615,N
2:29.703,53893,N
2:30.483,54174,N
2:31.253,54451,N
2:32.036,54733,N
2:32.831,55019,N
2:33.653,55315,N
2:34.494,55618,N
2:35.308,55911,N
2:36.089,56192,N
2:36.858,56469,N
2:37.619,56743,N
2:38.431,57035,N
2:39.247,57329,N
2:40.058,57621,N
2:40.894,57922,N
2:41.708,58215,N
2:42.475,58491,N
2:43.239,58766,N
2:44.011,59044,N
2:44.822,59336,N
2:45.661,59638,N
2:46.481,59933,N
2:47.289,60224,N
2:48.097,60515,N
2:48.864,60791,N
2:49.617,61062,N
2:50.414,61349,N
2:51.242,61647,N
2:52.075,61947,N
2:52.894,62242,N
2:53.697,62531,N
2:54.514,62825,f
2:54.914,62969,+
2:55.317,63114,/
2:56.108,63399,/
2:56.939,63698,/
2:57.806,64010,/
2:58.672,64322,/
2:59.500,64620,/
3:00.297,64907,/
3:01.122,65204,/
3:01.928,65494,/
3:02.725,65781,/
3:03.569,66085,/
3:04.433,66396,/
3:05.283,66702,/
3:06.083,66990,/
3:06.889,67280,/
3:07.717,67578,/
3:08.533,67872,/
3:09.367,68172,/
3:10.219,68479,/
3:11.078,68788,/
3:11.900,69084,/
3:12.686,69367,/
3:13.489,69656,/
3:14.317,69954,/
3:15.147,70253,/
3:15.992,70557,/
3:16.836,70861,/
3:17.678,71164,/
3:18.492,71457,/
3:19.286,71743,/
3:20.100,72036,/
3:20.953,72343,/
3:21.856,72668,/
3:22.639,72950,/
3:23.467,73248,/
3:24.289,73544,/
3:25.089,73832,/
3:25.883,74118,/
3:26.717,74418,/
3:27.583,74730,/
3:28.425,75033,/
3:29.258,75333,/
3:30.075,75627,/
3:30.889,75920,/
3:31.694,76210,/
3:32.500,76500,/
3:33.361,76810,/
3:34.222,77120,/
3:35.056,77420,/
3:35.872,77714,/
3:36.669,78001,/
3:37.483,78294,/
3:38.292,78585,/
3:39.122,78884,/
3:40.000,79200,/
3:40.856,79508,/
3:41.678,79804,/
3:42.483,80094,/
3:43.278,80380,/
3:44.106,80678,/
3:44.933,80976,/
3:45.772,81278,/
3:46.644,81592,/
3:47.486,81895,/
3:48.275,82179,/
3:49.072,82466,/
3:49.878,82756,/
3:50.725,83061,/
3:51.572,83366,/
3:52.414,83669,/
3:53.286,83983,/
3:54.106,84278,/
3:54.886,84559,/
3:55.689,84848,/
3:56.506,85142,/
3:57.367,85452,/
3:58.211,85756,/
3:59.042,86055,/
3:59.886,86359,/
4:00.694,86650,/
4:01.481,86933,/
4:02.297,87227,/
4:03.142,87531,/
4:04.017,87846,/
4:04.861,88150,/
4:05.675,88443,/
4:06.503,88741,/
4:07.303,89029,/
4:08.094,89314,/
4:08.922,89612,/
4:09.775,89919,/
4:10.647,90233,/
4:11.469,90529,/
4:12.264,90815,/
4:13.094,91114,/
4:13.906,91406,/
4:14.714,91697,/
4:15.567,92004,/
4:16.417,92310,/
4:17.275,92619,/
4:18.078,92908,/
4:18.861,93190,/
4:19.692,93489,/
4:20.506,93782,/
4:21.331,94079,/
4:22.183,94386,/
4:23.033,94692,/
4:23.867,94992,/
4:24.667,95280,/
4:25.461,95566,/
4:26.300,95868,/
4:27.142,96171,/
4:27.978,96472,/
4:28.819,96775,/
4:29.658,97077,/
4:30.467,97368,/
4:31.258,97653,/
4:32.058,97941,/
4:32.914,98249,f
4:33.775,98559,f
4:34.600,98856,f
4:35.431,99155,/
4:36.314,99473,/
4:37.064,99743,/
4:37.858,100029,/
4:38.689,100328,/
4:39.558,100641,/
4:40.403,100945,/
4:41.228,101242,/
4:42.036,101533,/
4:42.844,101824,/
4:43.647,102113,/
4:44.456,102404,/
4:45.311,102712,/
4:46.181,103025,/
4:47.019,103327,/
4:47.839,103622,/
4:48.639,103910,/
4:49.453,104203,/
4:50.267,104496,/
4:51.097,104795,/
4:51.961,105106,/
4:52.819,105415,/
4:53.636,105709,/
4:54.431,105995,/
4:55.225,106281,f
4:56.050,106578,f
4:56.889,106880,f
4:57.733,107184,/
4:58.603,107497,/
4:59.450,107802,/
5:00.244,108088,/
5:01.036,108373,/
5:01.842,108663,/
5:02.678,108964,/
5:03.522,109268,/
5:04.364,109571,/
5:05.225,109881,/
5:06.039,110174,/
5:06.825,110457,/
5:07.633,110748,/
5:08.450,111042,/
5:09.319,111355,/
5:10.172,111662,/
5:11.006,111962,/
5:11.847,112265,/
5:12.653,112555,/
5:13.439,112838,/
5:14.250,113130,/
5:15.083,113430,/
5:15.958,113745,/
5:16.806,114050,/
5:17.614,114341,f
5:18.442,114639,f
5:19.253,114931,f
5:20.097,115235,f
5:20.931,115535,f
5:21.781,115841,f
5:22.608,116139,/
5:23.436,116437,/
5:24.225,116721,/
5:25.050,117018,/
5:25.858,117309,/
5:26.667,117600,/
5:27.517,117906,/
5:28.372,118214,/
5:29.225,118521,/
5:30.031,118811,/
5:30.819,119095,/
5:31.711,119416,/
5:32.475,119691,/
5:33.311,119992,/
5:34.161,120298,/
5:35.008,120603,/
5:35.844,120904,/
5:36.636,121189,/
5:37.419,121471,/
5:38.258,121773,/
5:39.097,122075,/
5:39.944,122380,/
5:40.789,122684,/
5:41.619,122983,/
5:42.447,123281,/
5:43.294,123586,/
5:44.036,123853,/
5:44.897,124163,/
5:45.747,124469,/
5:46.575,124767,/
5:47.406,125066,/
5:48.214,125357,/
5:49.022,125648,/
5:49.819,125935,/
5:50.636,126229,/
5:51.517,126546,/
5:52.369,126853,/
5:53.194,127150,/
5:54.011,127444,/
5:54.819,127735,/
5:55.625,128025,/
5:56.436,128317,/
5:57.281,128621,/
5:58.153,128935,/
5:58.997,129239,/
5:59.800,129528,/
6:00.594,129814,/
6:01.406,130106,/
6:02.225,130401,/
6:03.058,130701,/
6:03.919,131011,/
6:04.792,131325,/
6:05.619,131623,/
6:06.408,131907,/
6:07.200,132192,/
6:08.019,132487,/
6:08.853,132787,/
6:09.692,133089,/
6:10.553,133399,/
6:11.406,133706,/
6:12.200,133992,/
6:12.989,134276,/
6:13.794,134566,/
6:14.633,134868,/
6:15.489,135176,/
6:16.331,135479,/
6:17.186,135787,/
6:18.011,136084,/
6:18.794,136366,/
6:19.592,136653,/
6:20.403,136945,/
6:21.261,137254,/
6:22.119,137563,/
6:23.017,137886,/
6:23.789,138164,/
6:24.600,138456,/
6:25.394,138742,/
6:26.203,139033,/
6:27.044,139336,/
6:27.925,139653,/
6:28.772,139958,/
6:29.586,140251,/
6:30.406,140546,/
6:31.269,140857,/
6:32.000,141120,/
6:32.825,141417,/
6:33.678,141724,/
6:34.544,142036,/
6:35.378,142336,/
6:36.175,142623,/
6:37.000,142920,/
6:37.808,143211,/
6:38.625,143505,/
6:39.478,143812,/
6:40.331,144119,/
6:41.189,144428,/
6:41.994,144718,/
6:42.781,145001,/
6:43.603,145297,/
6:44.422,145592,/
6:45.253,145891,/
6:46.114,146201,/
6:46.961,146506,/
6:47.864,146831,/
6:48.606,147098,/
6:49.389,147380,/
6:50.231,147683,/
6:51.075,147987,/
6:51.911,148288,/
6:52.761,148594,/
6:53.589,148892,/
6:54.406,149186,/
6:55.194,149470,/
6:55.986,149755,/
6:56.850,150066,/
6:57.708,150375,/
6:58.547,150677,/
6:59.383,150978,/
7:00.197,151271,/
7:01.011,151564,/
7:01.803,151849,/
7:02.617,152142,/
7:03.494,152458,/
7:04.347,152765,/
7:05.172,153062,/
7:05.981,153353,/
7:06.778,153640,/
7:07.594,153934,/
7:08.406,154226,/
7:09.244,154528,/
7:10.133,154848,/
7:10.981,155153,/
7:11.789,155444,/
7:12.583,155730,/
7:13.389,156020,/
7:14.214,156317,/
7:15.042,156615,/
7:15.892,156921,/
7:16.825,157257,/
7:17.589,157532,/
7:18.369,157813,/
7:19.164,158099,/
7:19.983,158394,/
7:20.822,158696,/
7:21.672,159002,/
7:22.528,159310,/
7:23.383,159618,/
7:24.181,159905,/
7:24.967,160188,/
7:25.767,160476,/
7:26.608,160779,/
7:27.456,161084,/
7:28.297,161387,/
7:29.150,161694,/
7:29.972,161990,/
7:30.767,162276,/
7:31.564,162563,/
7:32.381,162857,/
7:33.250,163170,/
7:34.106,163478,/
7:34.936,163777,/
7:35.772,164078,/
7:36.583,164370,/
7:37.369,164653,/
7:38.172,164942,/
7:39.006,165242,/
7:39.878,165556,/
7:40.725,165861,/
7:41.536,166153,/
7:42.369,166453,/
7:43.181,166745,/
7:43.975,167031,/
7:44.808,167331,/
7:45.661,167638,/
7:46.525,167949,/
7:47.353,168247,/
7:48.144,168532,/
7:48.964,168827,/
7:49.772,169118,/
7:50.578,169408,/
7:51.431,169715,/
7:52.281,170021,/
7:53.144,170332,/
7:53.958,170625,/
7:54.744,170908,/
7:55.575,171207,/
7:56.397,171503,/
7:57.228,171802,/
7:58.081,172109,/
7:58.925,172413,/
7:59.767,172716,/
8:00.558,173001,/
8:01.342,173283,/
8:02.181,173585,/
8:03.019,173887,/
8:03.856,174188,/
8:04.708,174495,/
8:05.542,174795,/
8:06.361,175090,/
8:07.158,175377,/
8:07.950,175662,/
8:08.808,175971,/
8:09.658,176277,/
8:10.492,176577,/
8:11.328,176878,/
8:12.139,177170,/
8:12.947,177461,/
8:13.744,177748,/
8:14.558,178041,/
8:15.439,178358,/
8:16.297,178667,/
8:17.128,178966,/
8:17.944,179260,/
8:18.750,179550,/
8:19.561,179842,/
8:20.369,180133,/
8:21.206,180434,/
8:22.086,180751,/
8:22.933,181056,/
8:23.731,181343,/
8:24.531,181631,/
8:25.342,181923,/
8:26.158,182217,/
8:26.989,182516,/
8:27.856,182828,/
8:28.731,183143,/
8:29.556,183440,/
8:30.344,183724,/
8:31.139,184010,/
8:31.956,184304,/
8:32.786,184603,/
8:33.625,184905,/
8:34.486,185215,/
8:35.394,185542,/
8:36.139,185810,/
8:36.931,186095,/
8:37.733,186384,/
8:38.575,186687,/
8:39.431,186995,/
8:40.275,187299,/
8:41.128,187606,/
8:41.956,187904,/
8:42.794,188206,/
8:43.533,188472,/
8:44.342,188763,/
8:45.203,189073,/
8:46.061,189382,/
8:46.892,189681,/
8:47.733,189984,/
8:48.547,190277,/
8:49.336,190561,/
8:50.144,190852,/
8:50.986,191155,/
8:51.856,191468,/
8:52.703,191773,/
8:53.514,192065,/
8:54.339,192362,/
8:55.139,192650,/
8:55.928,192934,/
8:56.756,193232,/
8:57.608,193539,/
8:58.481,193853,/
8:59.311,194152,/
9:00.111,194440,/
9:00.936,194737,/
9:01.744,195028,/
9:02.556,195320,/
9:03.406,195626,/
9:04.258,195933,/
9:05.119,196243,/
9:05.928,196534,/
9:06.703,196813,/
9:07.531,197111,/
9:08.353,197407,/
9:09.178,197704,/
9:10.033,198012,/
9:10.883,198318,/
9:11.728,198622,/
9:12.522,198908,/
9:13.308,199191,/
9:14.150,199494,/
9:14.986,199795,/
9:15.822,200096,/
9:16.667,200400,/
9:17.500,200700,/
9:18.311,200992,/
9:19.103,201277,/
9:19.903,201565,/
9:20.758,201873,/
9:21.611,202180,/
9:22.450,202482,/
9:23.286,202783,/
9:24.108,203079,/
9:24.914,203369,/
9:25.711,203656,/
9:26.533,203952,/
9:27.403,204265,/
9:28.250,204570,/
9:29.078,204868,/
9:29.886,205159,/
9:30.700,205452,/
9:31.511,205744,/
9:32.319,206035,/
9:33.172,206342,/
9:34.050,206658,/
9:34.947,206981,/
9:35.703,207253,/
9:36.503,207541,/
9:37.064,207743,V
9:37.900,208044,/
9:38.719,208339,/
9:39.631,208667,/
9:40.444,208960,/
9:41.278,209260,/
9:42.072,209546,/
9:42.872,209834,/
9:43.686,210127,/
9:44.519,210427,/
9:45.361,210730,/
9:46.219,211039,/
9:47.081,211349,/
9:47.897,211643,/
9:48.681,211925,/
9:49.475,212211,/
9:50.303,212509,/
9:51.144,212812,/
9:51.992,213117,/
9:52.844,213424,/
9:53.692,213729,/
9:54.492,214017,/
9:55.281,214301,/
9:56.086,214591,/
9:56.942,214899,/
9:57.800,215208,/
9:58.636,215509,/
9:59.483,215814,/
10:00.300,216108,/
10:01.086,216391,/
10:01.883,216678,/
10:02.706,216974,/
10:03.572,217286,/
10:04.428,217594,/
10:05.256,217892,/
10:06.086,218191,/
10:06.897,218483,/
10:07.686,218767,/
10:08.508,219063,/
10:09.356,219368,/
10:10.222,219680,/
10:11.069,219985,/
10:11.872,220274,/
10:12.683,220566,/
10:13.489,220856,/
10:14.292,221145,/
10:15.133,221448,/
10:15.989,221756,/
10:16.861,222070,/
10:17.686,222367,/
10:18.475,222651,/
10:19.300,222948,/
10:20.111,223240,/
10:20.931,223535,/
10:21.783,223842,/
10:22.633,224148,/
10:23.475,224451,/
10:24.275,224739,/
10:25.056,225020,/
10:25.892,225321,/
10:26.719,225619,/
10:27.561,225922,/
10:28.419,226231,/
10:29.261,226534,/
10:30.086,226831,/
10:30.875,227115,/
10:31.664,227399,/
10:32.514,227705,/
10:33.358,228009,/
10:34.197,228311,/
10:35.039,228614,/
10:35.858,228909,/
10:36.669,229201,/
10:37.464,229487,/
10:38.267,229776,/
10:39.142,230091,/
10:40.006,230402,/
10:40.828,230698,/
10:41.650,230994,/
10:42.464,231287,/
10:43.275,231579,/
10:44.069,231865,/
10:44.897,232163,/
10:45.781,232481,/
10:46.625,232785,/
10:47.439,233078,/
10:48.239,233366,/
10:49.050,233658,/
10:49.864,233951,/
10:50.683,234246,/
10:51.544,234556,/
10:52.417,234870,/
10:53.247,235169,/
10:54.047,235457,/
10:54.894,235762,/
10:55.650,236034,/
10:56.475,236331,/
10:57.314,236633,/
10:58.172,236942,/
10:59.033,237252,/
10:59.844,237544,/
11:00.639,237830,/
11:01.439,238118,/
11:02.272,238418,/
11:03.125,238725,/
11:03.964,239027,/
11:04.825,239337,/
11:05.664,239639,/
11:06.506,239942,/
11:07.239,240206,/
11:08.044,240496,/
11:08.889,240800,/
11:09.744,241108,/
11:10.586,241411,/
11:11.436,241717,/
11:12.253,242011,/
11:13.042,242295,/
11:13.853,242587,/
11:14.678,242884,/
11:15.547,243197,/
11:16.397,243503,/
11:17.225,243801,/
11:18.053,244099,/
11:18.853,244387,/
11:19.644,244672,/
11:20.467,244968,/
11:21.311,245272,/
11:22.189,245588,/
11:23.036,245893,/
11:23.839,246182,/
11:24.664,246479,/
11:25.472,246770,/
11:26.269,247057,/
11:27.114,247361,/
11:27.964,247667,/
11:28.831,247979,/
11:29.647,248273,/
11:30.431,248555,/
11:31.261,248854,/
11:32.072,249146,/
11:32.892,249441,/
11:33.756,249752,/
11:34.608,250059,/
11:35.456,250364,/
11:36.311,250672,/
11:37.039,250934,/
11:37.875,251235,/
11:38.703,251533,/
11:39.536,251833,/
11:40.386,252139,/
11:41.225,252441,/
11:42.050,252738,/
11:42.839,253022,/
11:43.631,253307,/
11:44.483,253614,/
11:45.333,253920,/
11:46.239,254246,/
11:47.019,254527,/
11:47.842,254823,/
11:48.658,255117,/
11:49.447,255401,/
11:50.253,255691,/
11:51.119,256003,/
11:51.969,256309,/
11:52.794,256606,/
11:53.614,256901,/
11:54.425,257193,/
11:55.239,257486,/
11:56.039,257774,/
11:56.875,258075,/
11:57.758,258393,/
11:58.600,258696,/
11:59.417,258990,/
12:00.219,259279,/
12:01.031,259571,/
12:01.839,259862,/
12:02.653,260155,/
12:03.508,260463,/
12:04.378,260776,/
12:05.214,261077,/
12:06.019,261367,/
12:06.814,261653,/
12:07.636,261949,/
12:08.464,262247,/
12:09.300,262548,/
12:10.161,262858,/
12:11.022,263168,/
12:11.831,263459,/
12:12.619,263743,/
12:13.417,264030,/
12:14.247,264329,/
12:15.081,264629,/
12:15.919,264931,/
12:16.789,265244,/
12:17.628,265546,/
12:18.422,265832,/
12:19.225,266121,/
12:20.031,266411,/
12:20.881,266717,/
12:21.731,267023,/
12:22.564,267323,/
12:23.419,267631,/
12:24.228,267922,/
12:25.014,268205,/
12:25.817,268494,/
12:26.639,268790,/
12:27.511,269104,/
12:28.364,269411,/
12:29.194,269710,/
12:30.033,270012,/
12:30.839,270302,/
12:31.628,270586,/
12:32.447,270881,/
12:33.294,271186,/
12:34.167,271500,/
12:35.006,271802,/
12:35.808,272091,/
12:36.633,272388,/
12:37.436,272677,/
12:38.228,272962,/
12:39.069,273265,/
12:39.931,273575,/
12:40.794,273886,/
12:41.619,274183,/
12:42.411,274468,/
12:43.239,274766,/
12:44.097,275075,/
12:44.858,275349,/
12:45.711,275656,/
12:46.564,275963,/
12:47.411,276268,/
12:48.208,276555,/
12:48.997,276839,/
12:49.831,277139,/
12:50.658,277437,/
12:51.561,277762,/
12:52.353,278047,/
12:53.208,278355,/
12:54.031,278651,/
12:54.819,278935,/
12:55.614,279221,/
12:56.461,279526,/
12:57.306,279830,/
12:58.136,280129,/
12:58.978,280432,/
12:59.808,280731,/
13:00.617,281022,/
13:01.461,281326,/
13:02.228,281602,/
13:03.097,281915,/
13:03.947,282221,/
13:04.781,282521,/
13:05.606,282818,/
13:06.419,283111,/
13:07.217,283398,/
13:08.014,283685,/
13:08.856,283988,/
13:09.722,284300,/
13:10.569,284605,/
13:11.394,284902,/
13:12.197,285191,/
13:13.017,285486,/
13:13.825,285777,/
13:14.642,286071,/
13:15.511,286384,/
13:16.375,286695,/
13:17.203,286993,/
13:18.008,287283,/
13:18.861,287590,/
13:19.622,287864,/
13:20.442,288159,/
13:21.269,288457,/
13:22.142,288771,/
13:22.997,289079,/
13:23.806,289370,/
13:24.608,289659,/
13:25.411,289948,/
13:26.239,290246,/
13:27.081,290549,/
13:27.914,290849,/
13:28.789,291164,/
13:29.617,291462,/
13:30.400,291744,/
13:31.203,292033,/
13:32.008,292323,/
13:32.856,292628,/
13:33.703,292933,/
13:34.542,293235,/
13:35.408,293547,/
13:36.219,293839,/
13:37.008,294123,/
13:37.814,294413,/
13:38.639,294710,/
13:39.506,295022,/
13:40.350,295326,/
13:41.175,295623,/
13:42.019,295927,/
13:42.819,296215,/
13:43.597,296495,/
13:44.467,296808,/
13:45.267,297096,/
13:46.139,297410,/
13:46.975,297711,/
13:47.794,298006,/
13:48.625,298305,/
13:49.422,298592,/
13:50.211,298876,/
13:51.047,299177,/
13:51.908,299487,/
13:52.761,299794,/
13:53.581,300089,/
13:54.383,300378,/
13:55.203,300673,/
13:56.006,300962,/
13:56.822,301256,/
13:57.681,301565,/
13:58.550,301878,/
13:59.389,302180,/
14:00.194,302470,/
14:00.997,302759,/
14:01.814,303053,/
14:02.633,303348,/
14:03.469,303649,/
14:04.319,303955,/
14:05.181,304265,/
14:05.997,304559,/
14:06.783,304842,/
14:07.603,305137,/
14:08.433,305436,/
14:09.269,305737,/
14:10.122,306044,/
14:10.964,306347,/
14:11.803,306649,/
14:12.600,306936,/
14:13.383,307218,/
14:14.214,307517,/
14:15.058,307821,/
14:15.897,308123,/
14:16.750,308430,/
14:17.575,308727,/
14:18.397,309023,/
14:19.200,309312,/
14:19.992,309597,/
14:20.853,309907,/
14:21.717,310218,/
14:22.553,310519,/
14:23.389,310820,/
14:24.192,311109,/
14:25.006,311402,/
14:25.806,311690,/
14:26.611,311980,/
14:27.492,312297,/
14:28.353,312607,/
14:29.178,312904,/
14:29.994,313198,/
14:30.800,313488,/
14:31.622,313784,/
14:32.431,314075,/
14:33.264,314375,/
14:34.150,314694,/
14:34.994,314998,/
14:35.800,315288,/
14:36.597,315575,/
14:37.394,315862,/
14:38.217,316158,/
14:39.047,316457,/
14:39.892,316761,/
14:40.775,317079,/
14:41.603,317377,/
14:42.392,317661,/
14:43.194,317950,/
14:44.003,318241,/
14:44.850,318546,/
14:45.697,318851,/
14:46.542,319155,/
14:47.403,319465,/
14:48.206,319754,/
14:48.983,320034,/
14:49.783,320322,/
14:50.617,320622,/
14:51.483,320934,/
14:52.333,321240,/
14:53.178,321544,/
14:54.011,321844,/
14:54.808,322131,/
14:55.586,322411,/
14:56.403,322705,/
14:57.264,323015,/
14:58.117,323322,/
14:58.953,323623,/
14:59.783,323922,/
15:00.594,324214,/
15:01.381,324497,/
15:02.186,324787,/
15:03.028,325090,/
15:03.908,325407,/
15:04.758,325713,/
15:05.572,326006,/
15:06.392,326301,/
15:07.197,326591,/
15:07.994,326878,/
15:08.825,327177,/
15:09.672,327482,/
15:10.544,327796,/
15:11.375,328095,/
15:12.161,328378,/
15:12.981,328673,/
15:13.803,328969,/
15:14.617,329262,/
15:15.472,329570,/
15:16.325,329877,/
15:17.186,330187,/
15:17.992,330477,/
15:18.769,330757,/
15:19.597,331055,/
15:20.422,331352,/
15:21.253,331651,/
15:22.103,331957,/
15:22.950,332262,/
15:23.786,332563,/
15:24.578,332848,/
15:25.369,333133,/
15:26.211,333436,/
15:27.056,333740,/
15:27.897,334043,/
15:28.742,334347,/
15:29.564,334643,/
15:30.383,334938,/
15:31.233,335244,/
15:31.972,335510,/
15:32.831,335819,/
15:33.683,336126,/
15:34.522,336428,/
15:35.356,336728,/
15:36.167,337020,/
15:36.992,337317,/
15:37.789,337604,/
15:38.608,337899,/
15:39.489,338216,/
15:40.336,338521,/
15:41.153,338815,/
15:41.964,339107,/
15:42.767,339396,/
15:43.572,339686,/
15:44.386,339979,/
15:45.231,340283,/
15:46.106,340598,/
15:46.950,340902,/
15:47.764,341195,/
15:48.619,341503,/
15:49.381,341777,/
15:50.194,342070,/
15:51.028,342370,/
15:51.889,342680,/
15:52.750,342990,/
15:53.572,343286,/
15:54.364,343571,/
15:55.156,343856,/
15:55.981,344153,/
15:56.817,344454,/
15:57.664,344759,/
15:58.528,345070,/
15:59.383,345378,/
16:00.181,345665,/
16:00.975,345951,/
16:01.772,346238,/
16:02.617,346542,/
16:03.464,346847,/
16:04.300,347148,/
16:05.164,347459,/
16:05.983,347754,/
16:06.822,348056,/
16:07.569,348325,/
16:08.386,348619,/
16:09.253,348931,/
16:10.106,349238,/
16:10.936,349537,/
16:11.786,349843,/
16:12.589,350132,/
16:13.372,350414,/
16:14.183,350706,/
16:15.025,351009,/
16:15.892,351321,/
16:16.736,351625,/
16:17.547,351917,/
16:18.372,352214,/
16:19.181,352505,/
16:19.978,352792,/
16:20.811,353092,/
16:21.672,353402,/
16:22.547,353717,/
16:23.456,354044,/
16:24.161,354298,/
16:24.989,354596,/
16:25.792,354885,/
16:26.600,355176,/
16:27.444,355480,/
16:28.297,355787,/
16:29.236,356125,/
16:29.956,356384,/
16:30.750,356670,/
16:31.578,356968,/
16:32.397,357263,/
16:33.228,357562,/
16:34.083,357870,/
16:34.931,358175,/
16:35.764,358475,/
16:36.556,358760,/
16:37.350,359046,/
16:38.181,359345,/
16:39.017,359646,/
16:39.856,359948,/
16:40.700,360252,/
16:41.544,360556,/
16:42.358,360849,/
16:43.153,361135,/
16:43.961,361426,/
16:44.817,361734,/
16:45.669,362041,/
16:46.500,362340,/
16:47.328,362638,/
16:48.153,362935,/
16:48.950,363222,/
16:49.742,363507,/
16:50.575,363807,/
16:51.442,364119,/
16:52.289,364424,/
16:53.122,364724,/
16:53.936,365017,/
16:54.756,365312,/
16:55.556,365600,/
16:56.358,365889,/
16:57.222,366200,/
16:58.081,366509,/
16:58.914,366809,/
16:59.733,367104,/
17:00.528,367390,/
17:01.342,367683,/
17:02.153,367975,/
17:02.978,368272,/
17:03.856,368588,/
17:04.717,368898,/
17:05.533,369192,/
17:06.342,369483,/
17:07.139,369770,/
17:07.964,370067,/
17:08.792,370365,/
17:09.631,370667,/
17:10.506,370982,/
17:11.347,371285,/
17:12.131,371567,/
17:13.017,371886,/
17:13.736,372145,/
17:14.575,372447,/
17:15.422,372752,/
17:16.264,373055,/
17:17.142,373371,/
17:17.956,373664,/
17:18.739,373946,/
17:19.539,374234,/
17:20.358,374529,/
17:21.219,374839,/
17:22.061,375142,/
17:22.894,375442,/
17:23.744,375748,/
