Time ,Sample,Type
09:32.3,206016,N
09:33.0,206288,N
09:33.8,206567,N
09:34.6,206844,N
09:35.4,207130,N
09:36.2,207421,N
09:37.0,207724,N
09:37.8,208004,N
09:38.5,208277,N
09:39.3,208548,N
09:40.1,208822,N
09:40.8,209100,N
09:41.6,209392,N
09:42.5,209683,N
09:43.3,209973,N
09:44.0,210256,N
09:44.8,210534,N
09:45.6,210809,N
09:46.3,211085,N
09:47.1,211364,N
09:47.9,211654,N
09:48.8,211951,N
09:49.5,212228,N
09:50.3,212502,N
09:51.0,212777,N
09:51.8,213058,N
09:52.6,213326,N
09:53.4,213606,N
09:54.2,213894,N
09:54.9,214181,N
09:55.7,214465,N
09:56.5,214738,N
09:57.2,215005,N
09:58.0,215280,N
09:58.8,215563,N
09:59.6,215850,N
10:00.4,216141,N
10:01.2,216431,N
10:02.0,216710,N
10:02.8,216990,N
10:03.5,217268,N
10:04.3,217547,N
10:05.1,217824,N
10:05.9,218122,N
10:06.7,218416,N
10:07.5,218703,N
10:08.3,218972,N
10:09.0,219246,N
10:09.8,219529,N
10:10.6,219813,N
10:11.4,220098,N
10:12.2,220391,N
10:13.0,220691,N
10:13.8,220977,N
10:14.6,221252,N
10:15.4,221527,N
10:16.1,221804,N
10:16.9,222081,N
10:17.7,222375,N
10:18.5,222666,N
10:19.3,222951,N
10:20.1,223227,N
10:20.9,223507,N
10:21.6,223783,N
10:22.4,224047,N
10:23.1,224328,N
10:23.9,224621,N
10:24.8,224915,N
10:25.5,225195,N
10:26.3,225472,N
10:27.1,225743,N
10:27.8,226024,N
10:28.6,226296,N
10:29.4,226573,N
10:30.2,226863,N
10:31.0,227144,N
10:31.7,227427,N
10:32.5,227702,N
10:33.3,227975,N
10:34.0,228238,N
10:34.8,228516,N
10:35.6,228808,N
10:36.4,229094,N
10:37.2,229376,N
10:37.9,229660,N
10:38.7,229936,N
10:39.5,230214,N
10:40.2,230485,N
10:41.0,230761,N
10:41.8,231058,N
10:42.7,231357,N
10:43.4,231638,N
10:44.2,231913,N
10:45.0,232190,N
10:45.7,232459,N
10:46.5,232732,N
10:47.3,233016,N
10:48.1,233301,N
10:48.9,233588,N
10:49.7,233875,N
10:50.4,234151,N
10:51.2,234415,N
10:51.9,234684,N
10:52.7,234959,N
10:53.5,235249,N
10:54.3,235547,N
10:55.1,235828,N
10:55.9,236108,N
10:56.6,236390,N
10:57.4,236664,N
10:58.1,236927,N
10:58.9,237205,N
10:59.7,237495,N
11:00.5,237783,N
11:01.3,238070,N
11:02.1,238343,N
11:02.8,238610,N
11:03.6,238884,N
11:04.3,239157,N
11:05.1,239433,N
11:05.9,239717,N
11:06.7,239996,N
11:07.4,240266,N
11:08.2,240541,N
11:08.9,240809,N
11:09.6,241065,N
11:10.3,241318,N
11:11.1,241588,N
11:11.8,241855,N
11:12.5,242114,N
11:13.3,242373,N
11:14.0,242632,N
11:14.7,242879,N
11:15.4,243132,N
11:16.1,243388,N
11:16.8,243643,N
11:17.5,243908,N
11:18.3,244191,N
11:19.1,244461,N
11:19.8,244729,N
11:20.5,244984,N
11:21.2,245246,N
11:22.0,245515,N
11:22.8,245791,N
11:23.5,246065,N
11:24.3,246352,N
11:25.1,246647,N
11:25.9,246935,N
11:26.7,247201,N
11:27.4,247469,N
11:28.2,247742,N
11:28.9,248017,N
11:29.7,248300,N
11:30.5,248586,N
11:31.3,248878,N
11:32.1,249158,N
11:32.9,249433,N
11:33.6,249706,N
11:34.4,249988,N
11:35.2,250273,N
11:36.0,250558,N
11:36.8,250858,N
11:37.7,251160,N
11:38.4,251441,N
11:39.2,251710,N
11:40.0,251994,N
11:40.8,252285,N
11:41.6,252584,N
11:42.4,252868,N
11:43.2,253159,N
11:44.0,253456,N
11:44.8,253741,N
11:45.6,254010,N
11:46.3,254282,N
11:47.2,254585,N
11:48.0,254891,N
11:48.8,255170,N
11:49.6,255453,N
11:50.4,255738,N
11:51.2,256027,N
11:51.9,256295,N
11:52.7,256572,N
11:53.5,256860,N
11:54.3,257157,N
11:55.1,257439,N
11:55.9,257710,N
11:56.6,257966,N
11:57.3,258226,N
11:58.0,258478,N
11:58.7,258737,N
11:59.5,259005,N
12:00.2,259280,N
12:00.9,259541,N
12:01.7,259811,N
12:02.4,260076,N
12:03.2,260334,N
12:03.8,260585,N
12:04.6,260852,N
12:05.4,261132,N
12:06.2,261417,N
12:06.9,261690,N
12:07.7,261968,N
12:08.4,262241,N
12:09.2,262516,N
12:10.0,262789,N
12:10.7,263062,N
12:11.5,263350,N
12:12.3,263641,N
12:13.1,263931,N
12:13.9,264217,N
12:14.7,264499,N
12:15.5,264772,N
12:16.3,265062,N
12:17.1,265354,N
12:17.9,265651,N
12:18.7,265947,N
12:19.6,266238,N
12:20.4,266528,N
12:21.2,266815,N
12:21.9,267099,N
12:22.7,267375,N
12:23.6,267679,N
12:24.4,267978,N
12:25.2,268260,N
12:26.0,268544,N
12:26.7,268823,N
12:27.5,269102,N
12:28.3,269384,N
12:29.1,269669,N
12:29.9,269960,N
12:30.7,270257,N
12:31.5,270550,N
12:32.3,270821,N
12:33.0,271094,N
12:33.8,271370,N
12:34.6,271656,N
12:35.4,271952,N
12:36.2,272244,N
12:37.0,272533,N
12:37.9,272839,N
12:38.7,273123,N
12:39.4,273394,N
12:40.2,273675,N
12:41.0,273967,N
12:41.8,274264,N
12:42.7,274560,N
12:43.5,274852,N
12:44.3,275131,N
12:45.0,275403,N
12:45.8,275671,N
12:46.5,275949,N
12:47.3,276235,N
12:48.1,276516,N
12:48.9,276804,N
12:49.7,277102,N
12:50.5,277388,N
12:51.2,277649,N
12:52.0,277923,N
12:52.8,278211,N
12:53.7,278518,N
12:54.5,278814,N
12:55.3,279098,N
12:56.1,279382,N
12:56.6,279576,A
12:57.5,279918,N
12:58.4,280209,N
12:59.2,280511,N
13:00.0,280814,N
13:00.9,281110,N
13:01.7,281402,N
13:02.5,281682,N
13:03.2,281955,N
13:04.0,282232,N
13:04.8,282513,N
13:05.6,282801,N
13:06.4,283096,N
13:07.2,283389,N
13:08.0,283672,N
13:08.7,283944,N
13:09.5,284216,N
13:10.3,284491,N
13:11.1,284778,N
13:11.9,285073,N
13:12.7,285363,N
13:13.5,285653,N
13:14.3,285936,N
13:15.0,286210,N
13:15.8,286486,N
13:16.6,286763,N
13:17.4,287051,N
13:18.2,287353,N
13:19.0,287655,N
13:19.8,287944,N
13:20.6,288225,N
13:21.4,288506,N
13:22.2,288792,N
13:23.0,289076,N
13:23.8,289373,N
13:24.6,289667,N
13:25.5,289971,N
13:26.3,290257,N
13:27.0,290538,N
13:27.8,290813,N
13:28.6,291109,N
13:29.5,291407,N
13:30.3,291696,N
13:31.1,291990,N
13:31.9,292281,N
13:32.7,292566,N
13:33.5,292844,N
13:34.2,293123,N
13:35.0,293411,N
13:35.9,293712,N
13:36.7,294011,N
13:37.5,294296,N
13:38.3,294581,N
13:39.0,294857,N
13:39.8,295142,N
13:40.6,295421,N
13:41.4,295717,N
13:42.3,296013,N
13:43.1,296319,N
13:43.9,296611,N
13:44.7,296889,N
13:45.5,297169,N
13:46.2,297450,N
13:47.0,297738,N
13:47.9,298032,N
13:48.7,298334,N
13:49.5,298627,N
13:50.3,298920,N
13:51.1,299206,N
13:51.9,299483,N
13:52.7,299756,N
13:53.5,300051,N
13:54.3,300360,N
13:55.2,300662,N
13:55.9,300940,N
13:56.7,301210,N
13:57.5,301494,N
13:58.3,301781,N
13:59.1,302063,N
13:59.9,302347,N
14:00.7,302644,N
14:01.5,302947,N
14:02.3,303240,N
14:03.1,303503,N
14:03.8,303773,N
14:04.6,304065,N
14:05.4,304361,N
14:06.2,304639,N
14:07.0,304923,N
14:07.8,305211,N
14:08.6,305497,N
14:09.2,305709,A
14:10.1,306035,N
14:10.9,306337,N
14:11.8,306641,N
14:12.6,306943,N
14:13.4,307234,N
14:14.2,307514,N
14:14.8,307745,A
14:15.7,308062,N
14:16.5,308349,N
14:17.3,308625,N
14:18.1,308912,N
14:18.9,309216,N
14:19.8,309515,N
14:20.5,309780,N
14:21.3,310052,N
14:22.0,310332,N
14:22.8,310626,N
14:23.6,310914,N
14:24.4,311199,N
14:25.2,311488,N
14:26.1,311783,N
14:26.8,312062,N
14:27.6,312327,N
14:28.3,312605,N
14:29.0,312825,A
14:30.0,313193,N
14:30.9,313508,N
14:31.7,313808,N
14:32.5,314090,N
14:33.3,314373,N
14:34.1,314664,N
14:34.9,314952,N
14:35.7,315245,N
14:36.5,315541,N
14:37.3,315843,N
14:38.2,316136,N
14:38.9,316415,N
14:39.7,316693,N
14:40.5,316980,N
14:41.3,317266,N
14:42.1,317560,N
14:42.7,317785,A
14:43.7,318145,N
14:44.6,318438,N
14:45.4,318729,N
14:46.1,319011,N
14:46.7,319223,A
14:47.7,319586,N
14:48.6,319904,N
14:49.5,320205,N
14:50.3,320493,N
14:51.1,320786,N
14:51.9,321072,N
14:52.7,321371,N
14:53.5,321663,N
14:54.4,321968,N
14:55.2,322275,N
14:56.0,322573,N
14:56.8,322856,N
14:57.6,323138,N
14:58.4,323425,N
14:59.3,323730,N
15:00.1,324044,N
15:00.9,324340,N
15:01.8,324641,N
15:02.6,324929,N
15:03.4,325215,N
15:04.2,325495,N
15:04.9,325782,N
15:05.8,326088,N
15:06.7,326395,N
15:07.5,326698,N
15:08.3,326986,N
15:09.1,327276,N
15:09.9,327566,N
15:10.7,327858,N
15:11.5,328149,N
15:12.4,328452,N
15:13.2,328753,N
15:14.0,329056,N
15:14.8,329339,N
15:15.6,329619,N
15:16.4,329912,N
15:17.3,330216,N
15:18.1,330524,N
15:18.9,330819,N
15:19.8,331124,N
15:20.6,331411,N
15:21.4,331704,N
15:22.2,331989,N
15:23.0,332279,N
15:23.9,332588,N
15:24.7,332897,N
15:25.6,333199,N
15:26.3,333479,N
15:27.1,333768,N
15:27.9,334056,N
15:28.7,334348,N
15:29.6,334643,N
15:30.4,334943,N
15:31.2,335248,N
15:32.1,335543,N
15:32.8,335823,N
15:33.6,336100,N
15:34.4,336385,N
15:35.2,336679,N
15:36.1,336979,N
15:36.9,337281,N
15:37.7,337571,N
15:38.5,337862,N
15:39.3,338145,N
15:40.1,338432,N
15:40.9,338720,N
15:41.7,339025,N
15:42.6,339327,N
15:43.4,339634,N
15:44.2,339926,N
15:45.0,340205,N
15:45.8,340492,N
15:46.6,340780,N
15:47.4,341075,N
15:48.3,341379,N
15:49.1,341684,N
15:49.9,341974,N
15:50.7,342266,N
15:51.5,342547,N
15:52.3,342822,N
15:53.1,343115,N
15:53.9,343409,N
15:54.7,343705,N
15:55.5,343995,N
15:56.3,344279,N
15:57.1,344556,N
15:57.9,344843,N
15:58.7,345129,N
15:59.5,345415,N
16:00.3,345722,N
16:01.2,346017,N
16:02.0,346308,N
16:02.8,346596,N
16:03.3,346804,A
16:04.3,347147,N
16:05.1,347454,N
16:06.0,347759,N
16:06.8,348063,N
16:07.7,348367,N
16:08.5,348658,N
16:09.3,348934,N
16:10.1,349221,N
16:10.8,349502,N
16:11.7,349804,N
16:12.5,350112,N
16:13.4,350410,N
16:14.1,350692,N
16:14.9,350980,N
16:15.7,351265,N
16:16.3,351481,A
16:17.3,351821,N
16:18.1,352115,N
16:18.9,352416,N
16:19.8,352711,N
16:20.5,352986,N
16:21.3,353257,N
16:22.1,353547,N
16:22.9,353832,N
16:23.7,354128,N
16:24.5,354426,N
16:25.3,354717,N
16:26.2,355015,N
16:26.9,355302,N
16:27.7,355579,N
16:28.5,355858,N
16:29.3,356165,N
16:30.2,356463,N
16:31.0,356758,N
16:31.8,357045,N
16:32.6,357327,N
16:33.4,357610,N
16:34.2,357900,N
16:35.0,358186,N
16:35.8,358482,N
16:36.6,358788,N
16:37.5,359086,N
16:38.2,359365,N
16:39.0,359634,N
16:39.7,359903,N
16:40.5,360182,N
16:41.3,360471,N
16:42.1,360763,N
16:42.9,361051,N
16:43.7,361343,N
